"","noise_price","noise_demand","cost","time","emotion","price","mu0","mut","structural","outcome","price_sensitive","price_category","ps_low","ps_medium","ps_high","predicted_treatment"
"166",0.678523352743757,1.36178736524411,1.1307520880857,2.31235503735096,3,11.7843162920098,-0.908067812703877,-143.389959148771,-143.389959148771,-142.028171783527,-3.36360226042346,"low",0.988740044814345,0.00984120931374545,0.00467100285039636,"low"
"170",-0.401625284295972,-0.548351861141296,-0.221953686941074,7.10951083900841,4,17.6196768139557,-0.483535770344972,-212.77163193796,-212.77163193796,-213.319983799102,-2.51208839425862,"medium",0.125035244442623,0.739750837126211,0.00950856930602046,"medium"
"174",1.45441919561808,1.42812334138196,-0.618141545156626,3.39615042846598,1,18.597512294269,67.0135440442628,-31.5280825623936,-31.5280825623936,-30.0999592210116,-3.29864559557372,"medium",0.434362024194985,0.523166934648817,0.0101107226567591,"medium"
"176",-0.0102844361615513,0.151893200871847,0.485527099798428,11.522460218253,5,40.107734366113,316.868473109115,1106.46331556138,1106.46331556138,1106.61520876225,4.33736946218231,"high",0.00372936377476638,0.0261306901372432,0.990240868971855,"high"
"177",2.00662532740746,1.20190047839992,-0.603859175852776,6.29010278210921,1,20.4647369250722,72.698230686573,-24.1035958224009,-24.1035958224009,-22.9016953440009,-2.7301769313427,"medium",0.0673479617129486,0.77942510646893,0.0128330487804078,"medium"
"178",-0.52803291006938,-0.467737198961401,-0.0598549168843629,4.68145080492609,4,19.3828276449469,30.7634242376798,-142.20229252495,-142.20229252495,-142.670029723911,-1.730914394058,"medium",0.0174156329840002,0.739923972768921,0.0430765514434162,"medium"
"189",-0.951100491347257,-1.1029167182482,-0.0353509378180349,4.98718554335197,2,21.0727590448739,79.9224771542543,-4.53192105012857,-4.53192105012857,-5.63483776837677,-1.00387614228729,"medium",0.00506306473343045,0.309926912814528,0.75527767484026,"high"
"198",0.389693558071061,-0.183211288653152,0.550160101704641,10.1537542228666,2,26.7472945901014,107.648111595747,74.6101518064871,74.6101518064871,74.426940517834,0.382405579787369,"high",0.00454672011939476,0.0261306901372432,0.986576141680891,"high"
"204",-0.612727563685026,1.17208787245565,-0.049128078379046,7.0093150765702,2,16.8808359255383,49.1239422776893,-70.5207678682416,-70.5207678682416,-69.3486799957859,-2.54380288611554,"low",0.37777002413824,0.57805779729606,0.00912083492674514,"medium"
"209",0.229517921018375,-0.384820609382647,-0.826199606498858,6.89198549900791,3,19.6235265075792,22.6333094308145,-168.434473903152,-168.434473903152,-168.819294512535,-2.57888968563952,"medium",0.024961012636505,0.797092569724125,0.0233877379789086,"medium"
"211",0.0804339207438926,-1.73563674214808,-0.725968808972993,6.37966681818177,3,18.9155305609008,18.6699366635481,-173.001254314319,-173.001254314319,-174.736891056467,-2.71100211121506,"medium",0.0400505259700384,0.77942510646893,0.0140924259104865,"medium"
"213",1.25704226304966,-0.499212199434359,0.156950681573554,5.51206674260538,6,19.3222437556459,-31.8005735321881,-325.113341935767,-325.113341935767,-325.612554135201,-2.19667622553647,"medium",0.107413851594499,0.737215300800185,0.0143095747264912,"medium"
"214",0.506761813938795,0.95633590053172,-0.826098648381795,3.78369978278828,7,18.4837970565997,-126.140681428711,-581.102121718856,-581.102121718856,-580.145785818324,-3.2305811632673,"medium",0.196006710184736,0.777024693233347,0.0146666253946117,"medium"
"218",-1.02982317802638,-0.427979769343502,0.373892011883918,4.20971688804392,4,13.8745170617438,-19.6915576985836,-213.50684776564,-213.50684776564,-213.934827534983,-2.99228894246459,"low",0.949516505014122,0.158522958636922,0.00656643379858094,"low"
"220",-1.5348944875293,-0.930759891803201,-1.20530355347424,10.678969370608,5,26.3416770928188,180.140894743417,338.562097683848,338.562097683848,337.631337792044,1.60281789486835,"high",0.00683484179272369,0.0107454905317009,0.994909677701865,"high"
"222",1.21387743324779,1.75797975276277,1.00338005900872,7.35565156402221,7,16.5007638578481,-69.835973666296,-383.079830985518,-383.079830985518,-381.321851232755,-2.4262281952328,"low",0.94935718918663,0.148938714737531,0.0054796833595603,"low"
"225",-0.676310749727717,0.033616410143407,-2.77925791468223,6.16831610221466,5,23.7162913585929,-37.5808991758348,-411.30435091615,-411.30435091615,-411.270734506006,-2.7516179835167,"high",0.0169905422661324,0.113863003354855,0.920439376792801,"high"
"229",-1.3911272138029,-0.788160412738204,-0.203790266942695,6.944925919311,2,16.4413000413321,48.7336542740076,-68.4374830190267,-68.4374830190267,-69.2256434317649,-2.56331728629962,"low",0.314054738854467,0.57889240568563,0.00944966074444779,"medium"
"234",1.4075047434361,0.552102614654983,0.560439255972166,3.97366889165178,1,15.1138754543164,68.2802360125198,-9.88837113082183,-9.88837113082183,-9.33626851616685,-3.17197639874802,"low",0.979710529405263,0.072473571651024,0.00496304267608391,"low"
"237",-1.47283770957659,-0.421048078105079,-0.179227881309717,4.67145104072032,7,18.5429609292634,-23.6874446430636,-290.126511847266,-290.126511847266,-290.547559925371,-1.76696349490091,"medium",0.0188201207734271,0.739697431878528,0.0240347151854722,"medium"
"242",0.101219200566649,1.53250507920607,0.859391397719115,3.73659285144354,4,12.5936473542664,-29.6325825226447,-218.074580222481,-218.074580222481,-216.542075143275,-3.24081456306612,"low",0.984581400317036,0.018569036765612,0.00496304267608391,"low"
"244",-1.22947975234996,-0.452688873300903,-0.465529823967442,5.32585665518782,2,19.6471938980494,67.4620250923188,-35.7603529098876,-35.7603529098876,-36.2130417831885,-1.62689874538406,"medium",0.0102899747525819,0.710073158521998,0.0821524414982293,"medium"
"247",-0.149715615494736,0.0260608255063999,-0.333268794211143,3.0563740981747,2,15.9403219831951,33.1768992542725,-105.221918892355,-105.221918892355,-105.195858066849,-3.34115503728637,"low",0.846182832560316,0.219625223622438,0.00805680407445391,"low"
"248",0.135476970613758,-1.12390738798562,1.24375542979102,6.00460067543761,6,13.42109852751,-65.6228117323051,-314.749016253576,-314.749016253576,-315.872923641561,-2.76038019553842,"low",0.98271240220762,0.0516592818135618,0.00509530222736787,"low"
"249",-0.3706808708101,-0.360092809034646,-0.56311280965164,1.71519859212934,3,16.6634134837993,1.93342953739511,-194.805778685856,-194.805778685856,-195.165871494891,-3.26888568208683,"low",0.504727271943095,0.493946970734423,0.0101107226567591,"low"
"253",0.396307046407869,1.33684614764939,-0.554293240546598,2.81476808990632,3,17.1761968800149,-0.831100882635113,-208.372978681544,-208.372978681544,-207.036132533894,-3.36103669608784,"medium",0.592146085285804,0.447363222211061,0.0101107226567591,"low"
"257",-1.23427450756391,-0.49299903644606,0.104753724997944,11.8017501537948,2,40.8257746596797,209.896311774326,576.904968497818,576.904968497818,576.411969461372,5.49481558871628,"high",0.00441324529151229,0.0243799508889648,0.992015211825808,"high"
"263",0.77961425298664,-0.968347156808659,-0.289622967203438,11.8893218170799,7,41.7353547671951,512.083567149393,2148.45824448612,2148.45824448612,2147.48989732932,5.88690810213419,"high",0.00683484179272369,0.0172120218336238,0.994833500150609,"high"
"265",-0.240896956250686,0.65136360714287,0.523499835342265,6.47162543354511,3,15.2819625601684,19.3091449428694,-134.566242770572,-134.566242770572,-133.914879163429,-2.68969516857102,"low",0.908116201216918,0.198781998561056,0.00554931360775106,"low"
"277",-1.14087528857008,0.0140140477223586,0.0914954626753496,3.84267360859623,1,13.9166866419275,67.8393897402057,-4.7508970635208,-4.7508970635208,-4.73688301579844,-3.21606102597943,"low",0.953665927198153,0.0925759809144543,0.00745146123431406,"low"
"279",-1.42870998746237,-0.952423576147004,-0.181218969338388,4.24057551372823,5,15.2512695134434,-47.5818875001689,-303.165540683832,-303.165540683832,-304.117964259979,-2.95163775000338,"low",0.763897146623942,0.302608130559141,0.00805680407445391,"low"
"281",0.584013638566631,1.58034312168277,-2.24840984037957,5.88236356374652,3,23.5301550964024,18.0194744752325,-221.942283765808,-221.942283765808,-220.361940644125,-2.73268418415892,"high",0.0174916778692767,0.100449193714107,0.948902827698614,"high"
"292",-0.420718508492224,-0.0855977484734964,-0.496048361419553,9.79314541943035,5,23.8732052490148,85.9007611885575,4.49494849048364,4.49494849048364,4.40935074201015,-0.28198477622885,"high",0.00683484179272369,0.0172120218336238,0.994924261782855,"high"
"293",-0.140102959307964,1.02811027362787,-0.462763904408116,1.1082514650828,1,17.2134076289063,69.862917270212,-16.4400869649922,-16.4400869649922,-15.4119766913643,-3.0137082729788,"medium",0.531040009541952,0.432826186881425,0.00814048011423694,"low"
"299",0.242948993241748,0.381109382627145,-0.156986931502349,7.99136307663019,6,19.1736185221199,-28.0893965287846,-312.03035615017,-312.03035615017,-311.649246767543,-2.13482327547974,"medium",0.0281369973853364,0.770904260811612,0.0188181297372114,"medium"
"301",0.461900076201749,0.514477253977792,0.771304088863177,3.83632746226857,2,13.3268345382677,35.6452555827073,-76.7729165540049,-76.7729165540049,-76.2584393000271,-3.21773722086464,"low",0.981943758473271,0.0285317348145532,0.00496304267608391,"low"
"302",0.744664229126684,0.966513066030566,-1.69788704312545,1.16260585289272,4,21.7801619915226,-21.7867379837779,-330.600550137403,-330.600550137403,-329.634037071373,-3.04466844959445,"high",0.020584077270014,0.61600875691726,0.240591045073038,"medium"
"304",1.19067464707846,-0.333413285065137,-0.961512003480593,3.15630293558246,3,19.4020585125257,0.0933611655713378,-232.550201105016,-232.550201105016,-232.883614390081,-3.33022129448096,"medium",0.133309236990713,0.847685240348192,0.0215503933390157,"medium"
"313",-1.24182246666265,0.313536639361095,-0.213408232322022,1.98083264698965,6,14.4875578638079,-99.612008699528,-417.776177061677,-417.776177061677,-417.462640422315,-3.3268668116588,"low",0.907967750404938,0.124748919553867,0.00805680407445391,"low"
"325",-1.09291138139996,0.462766450339284,-2.14766038824094,9.62048950271751,3,23.432636313323,83.3005893872113,-2.6958047930672,-2.6958047930672,-2.23303834272792,-0.556647020426289,"high",0.00683484179272369,0.00527731415378583,0.990817132277247,"high"
"332",-1.77392191415031,-1.61900857173904,-1.85809374438358,4.68898415266092,1,21.2804002445514,82.9611421101461,4.14097006043121,4.14097006043121,2.52196148869217,-1.70388578898539,"medium",0.0102899747525819,0.241835176953608,0.971457683811835,"high"
"334",0.49758276659557,-0.31707129663225,-0.964789541696994,9.32126104786202,7,23.5164253635131,31.8591265832002,-175.416700534903,-175.416700534903,-175.733771831535,-0.973441048811426,"high",0.00683484179272369,0.175096579732641,0.94797330476221,"high"
"345",-1.07746154036869,0.121397895940976,0.278370976606397,9.83316234714386,6,23.2193719429181,87.1308063352664,10.8106030187405,10.8106030187405,10.9320009146815,-0.214486561078894,"high",0.00441324529151229,0.025883833331345,0.991268296296823,"high"
"350",-0.57299903781832,-0.923770938201865,-2.07641984914077,3.6084083264628,6,21.4115551497482,-95.8971818284422,-558.166623367932,-558.166623367932,-559.090394306134,-3.26495303047404,"medium",0.0256259050215287,0.298176625971721,0.707362922705052,"high"
"353",0.343250623575421,-0.60145572789253,0.954985268263277,1.67431883437263,5,12.4603628652648,-62.8689727581186,-290.730348494556,-290.730348494556,-291.331804222449,-3.25737945516237,"low",0.988915833815057,0.0115984733129887,0.00467100285039636,"low"
"354",1.90965433111893,0.73688576372903,1.13669076249852,11.9203494185265,2,51.85102404777,220.586097190339,742.135311619097,742.135311619097,742.872197382826,6.02930485951693,"high",0.0131532214240126,0.0204309992368747,0.980641241588517,"high"
"358",0.446989069025371,0.634229659456772,0.916805337469727,4.34461062629043,7,14.5909200816064,-94.0164914119115,-406.286243645613,-406.286243645613,-405.652013986156,-2.77166416302731,"low",0.97655912290528,0.0557510843104269,0.005014093097804,"low"
"359",0.953402340912392,1.05019201340153,-0.55243512090241,7.94052645283874,1,20.6601103627217,78.3732311923746,-7.6281325685294,-7.6281325685294,-6.57794055512786,-2.16267688076254,"medium",0.0171059214323727,0.838276605490634,0.0336574543636363,"medium"
"388",-2.03542785357799,-1.81520635775135,0.210726372636244,1.44414734800129,1,12.7600468511182,68.2173934774606,2.14254494739835,2.14254494739835,0.327338589646993,-3.17826065225394,"low",0.960802225206241,0.0910471485916256,0.00656643379858094,"low"
"389",-0.00818054269109327,0.138531298438371,-0.997591808188695,5.38554116656723,6,21.3490058463307,-9.15297767583559,-284.881745223079,-284.881745223079,-284.743213924641,-1.81921629459726,"medium",0.0129158614280447,0.727442664301151,0.279711013227482,"medium"
"400",2.09410317250845,0.632351874358631,-1.02661366643315,9.30592785986069,3,25.1346943275675,70.2124898970079,-54.9268948799306,-54.9268948799306,-54.294543005572,-0.99291700343307,"high",0.00683484179272369,0.175096579732641,0.94797330476221,"high"
"408",-0.34611253115027,-1.17206598446745,0.62450940436506,7.48743409747545,7,16.0460289506076,-66.2432150269177,-365.089617044534,-365.089617044534,-366.261683029002,-2.37490307181311,"low",0.734201329280966,0.37254416393117,0.00595434603896798,"low"
"409",-1.21302363470071,-2.05394526341883,0.484300790052226,6.62990599294416,1,14.552027704629,73.4955469773554,5.82213809994108,5.82213809994108,3.76819283652226,-2.65044530226446,"low",0.839964668304496,0.266672249231255,0.00561918993702192,"low"
"412",0.133334885894308,-0.576492277885948,0.467689912565397,7.80040353007211,2,17.3833398256519,55.3016835088986,-57.1655986623409,-57.1655986623409,-57.7420909402269,-2.23491582455507,"medium",0.26363009729931,0.616045615524013,0.0110026523813108,"medium"
"415",0.411767799589404,0.490184216788757,-0.589306276953108,5.26573621271393,6,21.9428109429305,13.6607817867176,-219.677354320591,-219.677354320591,-219.187170103802,-1.43898697022137,"high",0.0069171190945887,0.662578095436355,0.319556979680213,"medium"
"421",-0.858592513442211,1.6199779336097,-0.293032358041316,4.20960419430173,1,16.0410020288547,70.0757211421932,-10.0078247025252,-10.0078247025252,-8.3878467689155,-2.99242788578068,"low",0.537976556472855,0.53423400401098,0.00805680407445391,"low"
"423",0.394610127342178,0.738660934105115,0.516748035179561,11.1277445602011,7,35.6824005477909,304.775924299234,964.100778542589,964.100778542589,964.839439476694,2.92537034713191,"high",0.00434022423108949,0.0261306901372432,0.986576141680891,"high"
"424",-1.11835882449303,-1.15800414641625,2.09340418920889,10.7541763356512,1,33.0762338798953,118.051959677318,111.60857594527,111.60857594527,110.450571798854,1.80519596773184,"high",0.0404869233467691,0.0223234450325379,0.980921365311118,"high"
"431",-0.343324932923776,0.0215119511478632,-0.107286836575771,8.48140214253554,6,19.4091239552983,-8.84351434760578,-258.9174884285,-258.9174884285,-258.895976477352,-1.8140585724601,"medium",0.016523134125694,0.771112046461964,0.0244164259786747,"medium"
"432",0.877981711106967,0.669259392602457,-0.0960860874036332,5.94834330704506,6,17.8839521822043,-65.1707957503872,-396.329361424451,-396.329361424451,-395.660102031848,-2.75284659583979,"medium",0.526811330150831,0.487173103992942,0.00895213384253677,"low"
"434",-0.407309781702235,-1.14186676069829,0.668789879156925,1.40022261357222,1,12.9984999199821,68.3977805210803,1.32263594431656,1.32263594431656,0.180769183618264,-3.16022194789197,"low",0.981600301884919,0.0408220861113267,0.00496304267608391,"low"
"436",0.657444341321866,-0.222620074516756,-0.142489033687123,5.11676855099213,1,22.5633211560836,89.1719639164475,19.6136760399946,19.6136760399946,19.3910559654778,-1.08280360835525,"high",0.00639847533766149,0.34875593900357,0.714991334908983,"high"
"456",-0.867256617614835,0.0642299560820043,1.2580091425378,4.53820119398283,4,14.594944749088,10.401332509938,-149.557317149174,-149.557317149174,-149.493087193092,-2.23996668725155,"low",0.878139948314293,0.149863486465715,0.00652435178139019,"low"
"457",0.0214538743081153,-0.502384830327847,0.122189643104321,9.7928812133058,2,24.1396678829405,94.3514898698409,32.4368382464133,32.4368382464133,31.9344534160854,-0.282425506507956,"high",0.00441324529151229,0.0243799508889648,0.992015211825808,"high"
"459",-0.57746387437093,-0.417475452489409,-2.06545335672261,10.7368341226578,4,26.0653490685532,170.314861424698,301.462304061761,301.462304061761,301.044828609272,1.75787153561745,"high",0.00683484179272369,0.00425250684999546,0.995109479578378,"high"
"460",0.46001272417756,-1.00648827629575,-0.061640109795321,5.79900420026118,3,17.5756783616885,19.5027022853226,-157.128115799879,-157.128115799879,-158.134604076175,-2.68324325715591,"medium",0.544891801883026,0.487173103992942,0.00898966293105575,"low"
"467",-0.852845653597176,0.706058282556084,-1.46307609619125,11.103316536222,2,28.5212229300363,156.919780775012,262.219510576229,262.219510576229,262.925568858786,2.84598903875059,"high",0.00683484179272369,0.00993370344649612,0.994856530936618,"high"
"481",1.39306696251796,0.900792603126845,0.739878624532717,9.04986273384679,1,21.5561235872618,87.0665765901412,16.0748820726876,16.0748820726876,16.9756746758144,-1.29334234098588,"high",0.00628534490507523,0.690384574316298,0.122748097947852,"medium"
"482",-0.894040357250066,0.454245992562964,-0.732357622335618,11.3584579263135,5,32.5422797139205,286.015223437917,826.266607226487,826.266607226487,826.72085321905,3.72030446875834,"high",0.00683484179272369,0.0172120218336238,0.995043195916479,"high"
"483",0.512239851742835,0.543706963213141,0.227558859286535,8.78377442585931,2,20.4772640778444,68.8000994348315,-36.0432890284015,-36.0432890284015,-35.4995820651884,-1.55999502825842,"medium",0.00751152960794447,0.796046242592916,0.04223154592294,"medium"
"486",-0.7867148964193,-0.734745588985843,-0.101151691281257,7.48193747633879,1,17.3223556466447,76.2287338864527,0.406590014173212,0.406590014173212,-0.328155574812631,-2.37712661135473,"medium",0.173107517593551,0.694509634205236,0.010581432378899,"medium"
"495",-0.94450851817368,2.08534336233713,-0.584125326104451,5.37617341571957,7,19.7331445896855,-25.2400572426943,-311.844362221124,-311.844362221124,-309.759018858786,-1.78914367489563,"medium",0.0129158614280447,0.763604271092776,0.0489521219842079,"medium"
"499",0.992387456892204,0.462365227077435,0.279936492819505,1.39276876470106,3,15.6374237130577,5.28813195160576,-174.091676607305,-174.091676607305,-173.629311380228,-3.15706226827981,"low",0.961600944551295,0.0782268605385197,0.00656643379858094,"low"
"501",2.2221664767227,1.80327834528661,-0.204197824916929,7.55845100021085,2,20.6646392744063,53.0901917112817,-85.1765135093225,-85.1765135093225,-83.3732351640359,-2.34549041443591,"medium",0.174872328208184,0.695235341163422,0.0108535531657717,"medium"
"516",2.16245295951813,1.6830578100794,0.581762891644322,9.92776971977636,1,26.9872583760845,99.5108705161855,44.2163273881102,44.2163273881102,45.8993851981896,-0.0489129483814494,"high",0.00454672011939476,0.0261306901372432,0.986576141680891,"high"
"519",-1.13843764766429,-1.34531740369348,-0.305730339552774,11.9773237942506,4,40.8235931795705,351.823803329608,1298.21186697647,1298.21186697647,1296.86654957278,6.29559508324019,"high",0.00683484179272369,0.0172120218336238,0.994833500150609,"high"
"530",0.508803870190867,0.918496890737163,-0.722549917589681,5.28366850197304,3,22.1070637915123,55.1901474598505,-88.0854069825084,-88.0854069825084,-87.1669100917713,-1.49366175133832,"high",0.00741474602904781,0.668580368698473,0.254107969608809,"medium"
"548",-0.102731940059983,0.41687379961814,-0.0144376725321078,9.92472667489452,3,24.7349365772536,98.3688350982371,44.8642859045151,44.8642859045151,45.2811597041332,-0.0543721633920962,"high",0.00481545588393702,0.0236165683130963,0.994367078747698,"high"
"563",-0.506551248430498,0.500989143589622,-0.936484758779839,11.077025924729,6,30.1919457168389,265.692896803607,705.568099965959,705.568099965959,706.069089109548,2.76154828006012,"high",0.00683484179272369,0.0172120218336238,0.994952389477793,"high"
"576",0.341881493641387,-0.0441212072627297,0.881983227668688,6.71326554357817,5,15.137656000246,-31.4305716297944,-260.660961755038,-260.660961755038,-260.705082962301,-2.62861143259589,"low",0.955812762705683,0.112777808698603,0.00528874571832406,"low"
"579",-2.82277037007042,-1.27923557403305,0.0236083553679466,7.63916883946917,3,15.1913267595108,30.6864310847366,-104.992729860249,-104.992729860249,-106.271965434282,-2.31045229717545,"low",0.149955730957501,0.757291518633859,0.0102417914207987,"medium"
"583",0.454886595232208,-0.0330637046755261,0.104381883901437,11.5055581324605,2,38.7158688137018,185.433962150326,438.7672316076,438.7672316076,438.734167902925,4.27169810751629,"high",0.00441324529151229,0.0243799508889648,0.992015211825808,"high"
"586",1.14179610689396,-0.57751490509081,-0.251448125123433,2.7125024185165,1,16.8895357751172,66.3376907077939,-24.2954585488178,-24.2954585488178,-24.8729734539086,-3.36623092922061,"low",0.888644458792329,0.195304261498074,0.00805680407445391,"low"
"602",-1.17059388208995,0.24497896687992,-0.357645949760895,6.06902650254133,4,16.5334658844374,-10.4460658148742,-226.118623705804,-226.118623705804,-225.873644738924,-2.76115164537186,"low",0.250475096614261,0.702745242708528,0.00895213384253677,"medium"
"607",-0.839733665270512,-1.13296587492372,-0.130837381383517,5.5053035098231,2,17.9098295341364,56.4302367524425,-57.4221255764737,-57.4221255764737,-58.5550914513974,-2.17848816237787,"medium",0.0366425870272033,0.739923972768921,0.0188181297372114,"medium"
